Response,Codes,physiological/emotional,Vicarious,Mastery,Social Persuasion,Utility Value,Media Triggered,Event Triggered,Intrinsic Value,Intrinsic Value (Astronomy),Attainment Value,Intrinsic Social,Cost (Emotional),Cost (Outside Effort),Cost (Loss),Cost (Task Effort),
I was often pushed to excel by my high school physics teacher and upon coming to Fredoniamy professor for Physics II convinced me I would excel as a physics major. I hada lot of support by many different teachers and professors in my educational path.,Social Persuasion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"Learning physics in high school was very interesting and seemingly easy for me compared to other students, which lead to where I am today. I began as a minor in physics as a freshman in college, and after my very first physics class I was hooked! I added on a physics major, and I am really enjoying my studies thus far.","Mastery Experience, Intrinsic Value, Physiological/Emotional",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
"I loved high school AP physics. I was really good at it, and my teacher really encouraged me. Now, as a biophysics major, I feel that I have the best of both worlds because I have resources in both physics and biology.","Intrinsic Value, Social Persuasion, Mastery Experience",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
Looking up into the sky with my dad and wondering why things work as they do. My dad is a plumber and taught me early on about how and why things happen in the world. I feel like it was meant to be since I was a child.,"Social Persuasion, Intrinsic Value, Attainment Value",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,
"I have never considered studying anything but physics. My father always encouraged me and worked with me outside of regular school to cultivate this interest. I was initially good at math, but I was disinterested in numbers in the abstract. Physics explained phenomena I saw around me and therefore interested me immensely. I`ve always thought I`d be happiest if I were able to have a career in which I am constantly learning and using Physics.","Social Persuasion, Mastery Experience, Intrinsic Value, Physiological/Emotional",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
"I have always been interested in the way things work, which eventually led me to biology. But with time I realized that more than anything I just wanted to take physics to learn about outer space, and the true mechanisms behind everything we do and see. I took a physics class at the Santa Rosa Junior College with Professor Lynda Williams, and that was when I realized that I was going to be a physics major.","Intrinsic Value (Astronomy), Vicarious Experience",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I watched the Cosmos by Carl Sagan and read books about Elon Musk and Nikola Tesla. Because of these, I have been intrigued by physics and technology.",Media Triggered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"I really love space, and a physics degree will get me to be where I wanna be.","Intrinsic Value (Astronomy), Utility Value",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
I have always been inclined towards mathematics and the sciences even from my elementary school days. I finally took my first physics class in my junior year of high school and developed such an interest towards the field that I decided I would major in physics once I get to university.,Intrinsic Value,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"The main reason that I have become a physics major is because I am interested in becoming an astronomer,and I am pursuing a astronomy major, so it made sense to add a physics major to that, since it only required a few additional classes. I also enjoyed physics in high school so I thought I would continue it at a higher education.","Utility Value, Intrinsic Value (Astronomy), Physiological/Emotional",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
"When I was 10 and I picked up a book about astronomy. It was fascinating. Then in high school, I like Physics the most due to the fact that I can derive the equations and not memorize everything. But what sealed the deal for me was when my high school Physics teacher pushed me to continue in the Physics field.","Media Triggered, Intrinsic Value, Social Persuasion",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
I took an introductory course with a wonderful professor and greatly enjoyed the topics more than any other course so I added physics as a minor after that I switched to a double major and realized I wanted to keep studying physics for the rest of my life.,"Physiological/Emotional, Vicarious Experience",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"The first time I realized I wanted to study physics I was inhigh school. I was a terrible student, skipping class all the time and always getting into trouble. That was until my junior year when I had my first physics class. I found it interestingand it was the first thing that actually challenged me in schoolI started going to class, paying attention, and doing homework. I got my first A ever in high school at the end of that year and I had finally found something that I wanted to do with my life. All of a sudden I wanted to go to college. I even begged and pleadedthe school to allow me to take the AP physics class my senior year, which was reserved for honors students (which I was not). They finally relented and allowed me to take it as an elective, not forAP credit. I was one of a few kids in the class who got an A.I went on a to community college in the hopes of improving my grades enough to go to a four year school andmajor in physics. My first semester there the professor told me he didn`t think I was bright enough to be a physics major (his words exactly) and so I left school, as it was the only thing I wanted to do. 13 years later I still regretted that and decided to try again. I went to a community college for a couple of years where I did take Physics I and II and that was I all I needed to remind me of why I had fallen inlove with it in the first place. When I graduated from there I moved on to a 4 year school where I finally became I physics major. I have loved every moment of it and every class I have taken has just increased my passion for the subject. In particular, Iwas offered the opportunity to do a summer research project after my first semester at the four year school and it was the the thing I needed to help me realize that I could survive beinga physics major. It was the boost to my confidence I needed.I have subsequently done another summer of research and someduring the semesters as well and it has been life changing.","Intrinsic Value, Physiological/Emotional, Mastery Experience, Cost (Emotional), Event Triggered",1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,
High school physics was when I learned that this topic interested me. I enjoyed the hands on activities and labs. I also loved how the physics applied to the real world.,"Intrinsic Value, Physiological/Emotional",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I walked out of high school swearing to never take another physics course (even though I intended to be an engineer). Then I got into my college summer bridge program which every year teaches one science course. My year it happened to be physics that was the science. I had always loved astronomy. I grew up as a little kid obsessed with the stars wanting to one day go visit them (and then I learned how far is far).We had a physics professor and an astronomy professor as the professors co teaching the science course at the bridge program. Then we were asked to create poster presentations on anything that we had learned about during the summer. I chose planetary nebulae. I formed such a good connection with both science professors and thoroughly enjoyed the science course (a mash of astronomy and optics) that I decided to take the intro physics course (named: Spacetime and Quantum) along with the intro engineering course to see if maybe leaving engineering for physics what the right move. And it was. I found myself more engaged with physics than engineering, which combined with my love for astronomy made astrophysics the right move. However, materials physics has been increasingly on my radar.","Event Triggered, Intrinsic Value (Astronomy), Physiological/Emotional",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
"In high school I wanted to go into aerospace engineering. Decided my senior year being a high school math teacher would be a better way to give back to my community.  I realized the math I loved is centered on physics and isn`t covered in most high school curriculums.  I Reflected on a phenomenal (and challenging) two years of AP physics in high school with a Top Tier teacher and decided I would find a way to give back to my community (or any community) through a physics base career path.  I am very interested in organizations like Astronomers and Engineers without borders which offer a chance to use physics and engineering as outreach to folks all over the world.  I switched majors from math-ed to a dual degree (3-2 program) in physics and mechanical engineering.  I`m in my last year of physics coursework and will begin my two years of engineering coursework next fall. I`m unsure of what exactly I`ll do after undergrad, but I`m leaning towards grad school, though I`m not opposed to industry.  Reflecting back, from the very beginning, once I got into my AP physics courses I was in the minority in two ways:  I was in a lower math class than most of my peers, secondly, I was female.  Instead of feeling inferior this made me proud and I worked even harder to prove I belonged there.  Fortunately, my teacher was a great mentor and helped me to understand that I didn`t need to compensate to prove I belonged in the class.  When I was off in college and faced with the option to pursue physics at a higher level, it was those lessons and the inspiration of my classmates who pursued similar academic paths that helped me to realize if the field was really something I wanted to study, the path was mine for the taking.","Social Persuasion, Physiological/Emotional, Utility Value, Vicarious Experience, Attainment Value",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,
"I was always interested in the field of medicine, but after taking several chemistry and biology courses in university, I found that I did not enjoy that aspect of medicine as much as I thought I would. However, due to many amazing physics professors, my interest in physics increased dramatically, and I explored the options of physics in medicine, and I settled on nuclear medicine","Vicarious Experience, Intrinsic Value (Medical)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,intrinsic value medical
"When I was taking general physics, my professor (the chair of the Physics department) suggested that I consider switching my major to physics. After some consideration, I discovered that I was in factor more interested in physics than any of my other subjects, so I switched. Though interest in physics helped, I would not have gotten where I am without the encouragement of our wonderful physics department faculty.","Social Persuasion, Intrinsic Value, Intrinsic (Social)",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,
"I first considered becoming a physics major after doing well in my high school physics class. My student teacher was very enthusiastic and a good teacher, and his encouragement led me to consider becoming a physics major. My parents also pushed me to become a physics major.","Mastery Experience, Vicarious Experience, Social Persuasion",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I took physics in high school and was terrible. I had no intentions of studyingit in college. But I loved math and it came so easily to me so I decided to givephysics another shot my freshman fall and couldn`t have asked for a betteroutcome. I fell in love with the topic, the physics faculty department, and the other students. I decided I wanted to continue taking courses and declared myphysics major my sophomore year. I really yearned for answers to my questions about understanding the world around me and physics was begin to brush the surface of the knowledge we have gathered. The teachers were one of the strongest pulls for me becoming a physics major: their enthusiasm and passion shows through every class. I would say that physics doesn`t come as intuitively to meas it does with with other students and I struggle to explain physics to non-majors. That being said, I work really hard at the subject and hope to go to graduateschool either in physics or in engineering.","Mastery Experience, Intrinsic Value, Intrinsic (Social)",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,
Physics has been the only subject that has kept me interested while also challenging me. Also being accepted into a summer research program and continuing with multiple research and industry internships really gave me the push that I needed towards science research and physics that made me realize that I wanted to do this as a career.,"Physiological/Emotional, Event Triggered, Utility Value",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
"When I was a kid I had a book about outer space, and I would read it all the time. From there I became interested in astronomy - which I found out was a branch of physics.Living near FermiLab allowed me to explore the world of physics in high school through their educaiton programs, and I realized that I was really interested in high energy and astro physics.Going into college, I wasn`t a physics major because I didn`t think that I had a large enough interest. But from the second I got on campus I realized that I already missed it and decided to add a physics major on my first day.","Media Triggered, Intrinsic Value (Astronomy), Event Triggered",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,
"Since i was a kid, i was very curious and my dad used to explain me all about physics and mechanics with books and encyclopedias to show me how everything worked. As i grew up, i was still curious and some appliances that dint worked out (relativity).","Social Persuasion, Intrinsic Value, Attainment Value",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,
"As a child, I was always extremely curious. I asked my dad lots and lots of questions, and he encouraged my curiosity, answering my questions as best as he could. In middle school, I learned the physical basis of heat and temperature, and my mind was blown by the knowledge that everyday experiences could be understood as physical phenomena. This is when I became interested in physics in particular. I liked all of my science classes, but I particularly liked my first physics class in high school. I liked the idea of being able to explain anything in the universe, and I also really liked math. My high school (Brooklyn Technical High School) had majors, so I became a physics major. This naturally lead to becoming a math and physics major at Cornell.","Intrinsic Value, Social Persuasion, Physiological/Emotional",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I detested physics initially but became involved at a collegiate level from coming to college a month early for a research group called Summer Opportunities for Intellectual Achievement (SoFIA). SoFIA provided my first hands on real world experience with physics through using an arduino package I designed to explore the physics behind roller coasters. Seeing an experiment through from design to finish and seeing concepts I had previously learned about enacted in real life got me hooked not on phonics but ""hooked on physics"" and I have not looked back. Since then I have done research in areas of condensed matter physics, astrophysics, observational astronomy, and most recently nuclear agriculture. Mainly it has been the support of my faculty and research experiences that have motivated me to stick with the discipline.","Event Triggered, Social Persuasion, Event Triggered",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
"Primarily as a double major to the astronomy major, where my primary interest is focused.",Intrinsic Value (Astronomy),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
"My high school physics teacher inspired me to take AP Physics my senior year! I enjoyed and excelled in the class, despite there being only two girls, me being one of them. I decided to pursue physics in college.","Vicarious Experience, Mastery Experience, Physiological/Emotional",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
"I watched/read a lot of science fiction, participated in a lot of science fairs, and fell in love with math.","Intrinsic Value, Media Triggered, Event Triggered",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
"Physics has been a passions ever since my first research experience at The College of Wooster during the summer of 2013. I worked with my advisor on a experimental research project in the field of soft condensed matter. Ever since, my love for physics has increased and I am interested in pursuing it is a career. I worked at Fermi National Accelerator Laboratory last summer, and that experience gave me a well rounded view of physics and the states of women in Physics. I was amazed by the men and women ratio and I hope to be able to make a difference in the near future. Being an international student from India, I was not exposed to the culture of research before, and I am very keen on continuing in the direction I am in right now. What I love most about research is that is is not a nine to five job- It encompasses my thoughts and actions at all times- and this is what has drawn me to this field of science.","Event Triggered, Utility Value",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
"I began considering physics after the first reading of one of Stephen Hawkings popular science books in middle school, and as I learned more and faced more challenges I became even more invested in the field and determined to make a significant contribution.","Media Triggered, Utility Value",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
I took a two-year IB Physics course which was my first exposure to that area of science and I immediately fell in love with it.,Intrinsic Value,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I`ve been fascinated astronomy since I was a young child and bought my first telescope at about 10-years-old. I`ve always excelled in my STEM classes, however, I was raised in a traditional home that discouraged these pursuits because I`m female. After a few years of taking social work college classes to please my mom, I finally had the courage to pursue a physics bachelors degree, despite it upsetting my parents. I feel completely comfortable in the physics community and genuinely enjoy my classes and reading research outside of class. I finally fit in with my peers and enjoy discussing physics related topics with my universities professors. I feel the most centered and grounded when I`m working on physics and calculus problems. I feel like physics encompasses the various fields I`m passionate about as well, including mathematics, geology, astronomy, and of course, physics.","Intrinsic Value (Astronomy), Mastery Experience, Cost (Emotional), Intrinsic (Social), Physiological/Emotional",1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,
"When I was five-years-old, my kindergarten teacher recommended me to take a series of cognitive tests so I could skip grades. My examiner told my parents I would make an excellent physicist. Apart from that, I`ve always found myself drawn to fundamental questions about our universe, and I found more answers in my physics courses rather than philosophy courses.","Social Persuasion, Intrinsic Value",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I took an introductory course that combined physics, chemistry, and biology, and I succeeded in physics more than the other two disciplines. I saw a talk about some research that applied physics to the study of fish behavior, which was something that I was previously interested in. Then I met a really great professor in my department who got me really excited about physics and helped me see the flexibility that would come with a degree in physics.","Mastery Experience, Event Triggered, Social Persuasion",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
"I began considering physics when I took AP Physics in High School. Physics helped me understand chemistry (which I had almost failed the semester before) which was very important to me because I can accept failure as long as I can redeem myself. What I mean by this is I was distraught when I first failed chemistry but now that I understand and grasp the materials I am quite glad that I failed, it gave me motivation to revisit the materials while taking AP Physics. I also find the contents on physics and have developed my way of thinking through that of a physicists mindset.",Intrinsic Value,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I was in 5th grade and I had to bring a robot-like to class. My grandfather is an engineer and sat with me to develop my own instead of buying a remote robot. He thought me how torque through a rubber band could make an object move in a circular matter with enough tension. we build a dog robot with things that you could find anywhere. I was really motivated and impressed by the creating. Later on I got really into knowing how things work. I started taking things apart and trying to put them back together. The support from my grandfather, and the care and knowledge he has towards his career made me want to understand things in a different level.","Vicarious Experience, Social Persuasion, Intrinsic Value",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I have known for a long time that I wanted to be a scientist; my constantly watching ""Bill Nye the Science Guy, ""Cosmos","Attainment Value, Media Triggered",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
"Intended to major in astronomy/astrophysics since middle school/preteen. I watched a lot of the science channel and discovery channel, saw myself through Dr. Michelle Thaller on How the Universe Works. Had a negative experience in HS physics due to the teacher, who told me I was wasting my time looking into astronomy, and that I was getting into college because of my gender, as if I was some diversity requirement. Decided to just major in astronomy because I was told all people in physics would treat me the same way. Convinced quickly during my first year of college that UMD physics department was not as bad as I thought it would be, and that a double major would help me in my future, and would not put me in uncomfortable situations the way that my high school experience did.","Media Triggered, Intrinsic Value (Astronomy), Cost (Emotional), Intrinsic (Social), Vicarious Experience",0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,
"I`ve always been interested in Physics, but have always been intimidated by it. First quarter did not go very well, I thought I was not smart enough to pursue physics. I often felt that I needed more time and explanation for topics, but when I asked other students, many of whom had seen a lot of what we were doing in high school, I felt inferior. I did the second quarter to finish the sequence and I really, really liked electromagnetism. I finished the intro sequence and continued with it this year. Even though I did not feel smart enough I wanted to give myself a fighting chance. The first week of classes this quarter I was panicked about the level of difficulty of classes. I felt very lost and inadequate when trying to work on the problem sets. I finally talked to others and found that many people were as lost as I was. We all came together and the sense of community and support was what convinced me to commit to the physics major.","Intrinsic Value, Cost (Task Effort), Intrinsic (Social), Social Persuasion",0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,
"I`ve always loved and been good at science. In middle school I thought I wanted to go into veterinary medicine but then I shadowed a vet and was kinda bored. I went to physics after school programs at MIT and Harvard during high school and got really interested in Black Holes and dark matter and relativity etc. I took an intro physics class in high school and loved it. It was exactly the type of puzzles that I loved, it was mental puzzle not the hands on puzzles people tried to throw at me and had the right amount of math (to say a lot but not for the sake of math, for the sake of understanding the world around me). It also just made the rules of the world much more apparent.","Mastery Experience, Intrinsic Value, Event Triggered",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,
I really enjoyed physics classes in high school and my mom has always encouraged me to do physics because she got her masters in physics,"Physiological/Emotional, Social Persuasion, Vicarious Experience",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"My first main interest was in astronomy, I used to watch documentaries on space travel when I was younger and watched more as I entered high school. Around high school, I noticed a lot of the speakers on the documentaries held the title `Astrophysics`. After looking up the occupation, I decided that was the one for me, and took AP Physics I my third year of high school to see if I really did like physics. I enjoyed the class, and when I went to college I selected my major to be astrophysics. Now I`m here.","Media Triggered, Intrinsic Value (Astronomy), Physiological/Emotional",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
I took a few astronomy courses at community college and one of my professors encouraged me to pursue physics. I want to challenge myself and hopefully turn my interest in the subject into a career.,"Social Persuasion, Utility Value, Intrinsic Value (Astronomy)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,
"I took AP Physics and AP Calculus in my senior year of high school. Both of my teacherswere very good and inspired me and believed in me. I fell in love with math and physicsand with my teachers` support, I decided to pursue a degree in Physics and Math.I also met two astrophysicists at a physics event my senior year, heard about what theydid for a living, and decided that that is what I wanted to do. I never had the highest grade in my classes, but I always enjoyed them, and that stood out to my teachers and professors,and that is why I have been successful and stuck with this difficult degree.","Intrinsic Value, Vicarious Experience, Social Persuasion, Physiological/Emotional",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I started become interested in astronomy, so I started reading some books. Then, I read a page on black holes and became fascinated by it, so I decided to go into astrophysics. I think I have always been curious about how nature works.","Intrinsic Value (Astronomy), Media Triggered",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
Applied Associates of Science in Integrated Systems Technology. Will pursue Bachelor`s in Engineering Technology with a minor in Physics. Physics is the foundation of my discipline and it is imperative that I comprehend it.,Utility Value,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
"The events that led to me becoming a physics major occurred long before I ever considered physics as an option. It began with my love of language, instilled within me at an early age by my grandmother. When I was first introduced to physics in high school, it was fun, and I saw it more as a puzzle than anything else. That was enough reason for me to pursue physics as an option, since while I could delve into my other interests of literature and art independently, physics required more tutelage. In my second summer of research following my sophomore year of undergrad, I learned to see mathematics as a language for communicating the ideas of physics. This initiated a paradigm shift in how I approached physics as a discipline. In achieving the status of an aesthetic subject, my relation to physics was transformed. It was no longer simply an option for the types of puzzles with which to occupy my time. Instead, I knew I had become Tantalus, standing in the pool of the universe, forever reaching in a futile attempt to assuage my hunger for knowledge with the fruits of physics.","Physiological/Emotional, Intrinsic Value",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I always enjoyed math and science, and loved space as a child. It wasn`t until around middle school that I realized I could pursue astrophysics as a career and the idea of studying space thrilled me. I set my sights on top universities early on in high school. While opportunities to learn astrophysics in high school were limited, I took them where I could. I`m now a first-year at Yale and a perspective astrophysics and religious studies double major. As much as I love STEM, I can`t imagine my education without the humanities as well. In the future, I hope to do research regarding dark matter or black holes, one day I hope to study the intersections of religion and our desire to study space, and I`m still debating whether I want to pursue my PhD or a law degree to do international space policy.","Intrinsic Value (Astronomy), Utility Value",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
"I`m an astrophysics major and I seriously started considering it in high school. I can`t think of one main experience or event that led to me choosing to study that. I have loved Astronomy ever since I was young. At around 6 years old, I had cheap, plastic telescope that I would stare at the moon with on clear nights. Then on my sixteenth birthday I graduated to a Celestron telescope.",Intrinsic Value (Astronomy),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I first considered physics entering as a freshman into college. I spent much time with my grandfather, who was a retired mathematician was a fascination for physics. After his death, maybe in order to reconnect or out of curiosity I majored in physics. I had always exceled at math, and indeed in intro physics the concepts were manageable and fun to learn. I wanted to do something hard, and physics was what I came up with. As well sophomore year I bonded with fellow physics students forming a good support network.","Vicarious Experience, Mastery Experience, Intrinsic (Social)",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,
"I was always really interested in how things worked. Physics for a long time just always made sense, both intellectually and as a good plan for the future.","Intrinsic Value, Utility Value",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
"My family really encouraged me from a young age to go into science, my parents bought me books on constellations and a telescope and I really enjoyed it. When I got older, I wanted to be an artist and didn`t becoming a scientist again until I was at an art program my junior year of high school and didn`t feel like I was doing what I wanted. My physics teacher in high school when I told him I wanted to go into physics told me that he could really see me doing that and my math teacher described me as a star in math. When I got to college a big factor why I stayed in physics was my job in research.","Social Persuasion, Mastery Experience",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I used to feel inadequate and incapable in science courses, but my high school physics teacher made physics understandable. Then, I joined the astronomy club and read article after article, determined to learn more about physics. I never would have imagined myself pursuing a degree in physics, but here I am!","Cost (Emotional), Vicarious Experience, Intrinsic (Social), Media Triggered",0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,
"My interest in physics started in my high school physics class. I then started my freshman year of college as an Engineering Physics major. As I took more physics courses, such as modern physics, classical mechanics and thermodynamics, I realized that there was a lot in physics that I did not know about. The transition from classical physics to modern physics was a bit tough for me, so I began to focus more on Engineering courses. However, after taking some Electrical Engineering courses, I realized the importance of physics in the engineering field. This drew me more back to the physics courses. I have now decided to complete my bachelors degree in Physics and Electrical Engineering.",Intrinsic Value,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I just really thought physics seemed like the most worth while thing fir me to study if I could indeed study anything I wanted to. I honestly thought that I would be :weeded out"" so to speak but the first year of my physics courses was surprisingly encouraging. I have since had many struggles in my physics classes, with my mental health, etc.. which have deterred me more from pursuing the physics PhD I used to dream of. Nowadays I`m interested in what else I can do with my physics education and passion for learning and teaching other physics. As well as the skills I`ve picked up in taking classes for my neuroscience concentration. I could see myself analyzing data, doing something w/ medical physics, teching physics at a college level, or some other interdisciplinary work involving any set of my interests.","Intrinsic Value, Cost (Outside Effort), Utility Value",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
"I thought that I wanted to complete a 3-2 engineering program when I first came to college so I took the required physics courses and became very interested in the topic. At the time, the department seemed very welcoming and since I had a newfound passion for the subject, I decided to major in physics (and math) which I thought would keep my options open for physics or engineering grad school.","Intrinsic Value, Intrinsic (Social), Utility Value",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
"I had first been exposed to physics in a meaningful way through my AP physics classes and developed an interest from there, and have read some books and attended programs that have furthered my passion for physics.","Intrinsic Value, Media Triggered",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
"I began my college experience with diving into pre-med studies, which introduced me to physics and I fell in love with the study and all of its wondrous applications, such as astronomy. I have since gone on to write a peer reviewed research paper on double star observations of a system near Leo. I am currently writing two more papers on systems near Hercules and Fornax. I still get lost in self doubt though and am constantly pondering whether it`s imposter syndrome or if I`m just bad at it.","Intrinsic Value, Cost (Emotional), Event Triggered",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,
"I did well in my physics classes while in the engineering major, was disillusioned by engineering, and decided to switch to physics. My grades improved and I met a lot of people that have become very good friends of mine.","Mastery Experience, Intrinsic (Social)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
"When I was a little girl, I wanted to be an astronaut. I have always been fascinated with the Moon and stars, and nature in general. In middle school, I got very interested in my Biology and Physics courses. I loved them both. When I came to an orientation on Campus, I was introduced to Biophysics, and I really thought this was a great opportunity to learn and get involved in what I wanted. No that I am a Physics student, I can say that this is the most beautiful, challenging, excited and mysterious, wise decision I have ever taken.","Utility Value, Intrinsic Value (Astronomy), Intrnsic Value (Biophysics)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,intrinsic value biophysics
Father got his master`s in physics and sister got her bachelor`s in physics. Science exposure at a young age.,Vicarious Experience,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
I really liked the small amout of physics I did during AP Calc my junior year. From that I took physics my senior year and really ejoyed seeing the relationship between math and physics. That caused me to consider a double math and physics major. I will continue down that path of a math and physics double major.,Intrinsic Value,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
"I liked physics in high school, but I was not the best at it. I saw myself getting better at it if I studied it further; the subject was very interesting to me as a whole. When I got to college I completely fell in love with the subject.","Physiological/Emotional, Intrinsic Value",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
I always knew I wanted to pursue science but was never sure of the direction until I took high school physics my junior year. I really enjoyed the math application and I`d always really loved astronomy so I grabbed that and ran with it.,"Intrinsic Value (Astronomy), Intrinsic Value, Physiological/Emotional",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I have had a talent for math since grade school and have always loved the maths and sciences. I worked as a medical assistant for about five years, but wanted more for a career path. I decided to strive towards an associates degree in pre-engineering and continue towards a bachelors in either biochemical or bio-medical engineering with possibilities for furthering to masters and doctoral degrees.","Mastery Experience, Intrinsic Value (Biophysics)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,intrinsic value biophysics
"Growing up I always loved watching shows about space, the universe, etc. I am in love with the idea of being able to take these concepts to explore things bigger than ourselves, it is all so interesting and beautiful. Another reason I would choose to go with something so hard is that I really don`t want to be like my family. I love them, but they did nothing with their lives. My mom didn`t even graduate high school, and she hates her job. Its hard on her, and she struggles to pay bills. I don`t want to be 45 years old and in her spot, I want to do something that I love, and physics is exactly that.","Media Triggered, Utility Value, Intrinsic Value",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
I`ve always wanted to be an astronaut.,Utility Value,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
"Astronomy has always interested me, but it wasnt until I took physics in high school that I actually considered majoring in it. I think I liked that physics explained how the world works, and can be applied to so many aspects of life.","Intrinsic Value, Intrinsic Value (Astronomy)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"My first experience with physics was when I was around the age of eight and I would stay after school for a science club where we would do physics related experiments, such as experiments with buoyancy and pressure and what would happen when you squeeze a bottle with a tiny object inside. It was fun to see an introduction application of how science is involved in our world, and that is what sparked my first interest. Over the years I would have teachers give me tons of science books about geology, biology, physics, and so on that I ended up loving everything. During my final year of 5th grade, I had a math teacher who would always encourage me seek out what NASA was doing and encouraged me to look into careers in physics and engineering. From her encouragement, I ended up obsessing about the curiosity rover, engineering, math, and the idea of being able to figure out plans and inventions to help us learn more about the universe we live in. What finally inspired to pursue a specific career in Aerospace Engineering was when I attended an air show where old World War II planes were being shown and flown. Watching these huge pieces of metal fly in the air so effortlessly and talking to a few of the engineers is what convinced me to follow Aerospace as my future because not only did it involve planes, but it had a combination of physics, chemistry, astronomy, and other subjects I loved.","Intrinsic Value, Social Persuasion, Media Triggered",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
"When I started college, I didn`t consider physics even though I enjoyed it in high school. I hadn`t let myself consider the option because I thought it would be too hard for me. But I am friends with a female physics major who was a senior when I was a first year, and we went on a run together and as I listened to her talk with such enthusiasm about her physics classes and research, I remembered how much I enjoyed it in high school. I allowed myself to consider the possibility, and now I am on this path! It is tough but worth it, and I feel supported by the sense of community in the physics department of my university.","Physiological/Emotional, Vicarious Experience, Intrinsic (Social)",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
